,id,name,url,length,description,directions,city,region,country,lat,lon,difficulty,features,rating,thumbnail 
15,411474,Big Creek Trail #252,https://www.singletracks.com/bike-trails/big-creek-trail-252/,2.12,Big Creek Trail #252 is a 2.12 mile mountain bike trail. No motorized use from March 1 to June 30.,See map.,Eatonville,Washington,United States,,,,,0.0,
16,276190,Kid's Loop,https://www.singletracks.com/bike-trails/kids-loop/,1.0,A cross country fitness trail suitable for kids and parents alike,Starting from the new 169 Parking Lot head east past the kiosk and take the first left.  Trail will flow in a clockwise direction bring you back to almost where you started.,Black Diamond,Washington,United States,47.33607,-122.01339,,Restrooms,0.0,https://images.singletracks.com/blog/wp-content/uploads/2016/07/169Lot1-orig-scaled.jpg
17,276189,Kathleen's Traverse,https://www.singletracks.com/bike-trails/kathleens-traverse/,1.0,This is a connector trail.  You can access many of the trails of Black Diamond Open Space from this trail.,"Starting at the new 169 Parking Lot, ride past the kiosk and take the first right, which is Kid's Loop.  Ride the loop about half way around and you will find where the Kathleen's Traverse takes off at a hard left.",Black Diamond,Washington,United States,47.33670,-122.01162,,,0.0,https://images.singletracks.com/blog/wp-content/uploads/2016/07/KathleensTraverse1-orig-scaled.jpg
18,493378,Grassy,https://www.singletracks.com/bike-trails/grassy-2/,0.14,Grassy is a 0.14 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
19,503036,Brain Wave,https://www.singletracks.com/bike-trails/brain-wave/,0.45,Brain Wave is a 0.45 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
20,437940,Brain Bucket,https://www.singletracks.com/bike-trails/brain-bucket/,1.06,Brain Bucket is a 1.06 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
21,493398,Greenwood Lake Trail #253,https://www.singletracks.com/bike-trails/greenwood-lake-trail-253/,3.51,Greenwood Lake Trail #253 is a 3.51 mile mountain bike trail.,See map.,Ashford,Washington,United States,46.66184,-121.91618,,,0.0,
22,489065,Fresh Squeezed,https://www.singletracks.com/bike-trails/fresh-squeezed/,0.95,Fresh Squeezed is a 0.95 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
23,486485,Dirt Road,https://www.singletracks.com/bike-trails/dirt-road/,0.4,Dirt Road is a 0.4 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
24,501674,Schrader,https://www.singletracks.com/bike-trails/schrader/,0.18,Schrader is a 0.18 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
25,495592,Humpty Dumpty,https://www.singletracks.com/bike-trails/humpty-dumpty/,0.17,Humpty Dumpty is a 0.17 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
26,502852,Big Beaver,https://www.singletracks.com/bike-trails/big-beaver/,1.44,Upper Beaver Loop is a 1.44 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
27,502891,'Lil Red,https://www.singletracks.com/bike-trails/lil-red/,0.11,'Lil Red is a 0.11 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
28,402537,Bali To Ponds,https://www.singletracks.com/bike-trails/bali-to-ponds/,0.06,Bali To Ponds is a 0.06 mile mountain bike trail.,See map.,Black Diamond,Washington,United States,47.34817,-122.00081,,,0.0,
29,282456,Henry's Ridge,https://www.singletracks.com/bike-trails/henrys-ridge-6170/,8.0,"I think the best way to ride the trails is to just ride around them and explore until you get familiar with them. There really isn't enough space to get lost too badly. It is pretty good singletrack riding and is good for all levels of riders. If you get bored of these trails, you can ride over to the Summit Ridge area for more fun.",Driving north on 169 from Black Diamond turn right on 276th. Follow the road until you come to a water tower. Make a right onto the road across the street from the water tower (253rd Pl.). Go past 279th Pl. and you can hop onto the trails on the left.,Maple Valley,Washington,United States,47.35061,-122.00306,Intermediate,,4.0,https://images.singletracks.com/blog/wp-content/uploads/2015/08/IMAG0598-orig-scaled.jpg
30,498907,Ogre,https://www.singletracks.com/bike-trails/ogre/,0.23,Ogre is a 0.23 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
31,500506,Rabbithole,https://www.singletracks.com/bike-trails/rabbithole/,0.15,Rabbithole is a 0.15 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
32,411425,Big Bad Wolf,https://www.singletracks.com/bike-trails/big-bad-wolf/,0.27,Big Bad Wolf is a 0.27 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
33,493313,Gnome,https://www.singletracks.com/bike-trails/gnome/,0.37,Gnome is a 0.37 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
34,498735,Lorax,https://www.singletracks.com/bike-trails/lorax/,0.06,Lorax is a 0.06 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
35,486457,Derailer,https://www.singletracks.com/bike-trails/derailer/,0.56,Derailer is a 0.56 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
36,502893,Water Tower Access Road,https://www.singletracks.com/bike-trails/water-tower-access-road/,0.22,Water Tower Access Road is a 0.22 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
37,364896,Allen Mountain Trail #269,https://www.singletracks.com/bike-trails/allen-mountain-trail-269-1589471131/,3.3,Allen Mountain Trail is a 3.3 mile mountain bike trail.,See map.,Ashford,Washington,United States,46.65669,-121.84326,,,0.0,
38,281943,Taylor Mountain Forest,https://www.singletracks.com/bike-trails/taylor-mountain-forest/,10.0,Great trails.,There is a small gravel lot off of 276th Ave SE near the intersection with SE 188th St. Roadside shoulder parking is also available.,Seattle,Washington,United States,47.43294,-121.97117,Intermediate,Night riding allowed,2.0,https://images.singletracks.com/blog/wp-content/uploads/2016/09/20160910_14595514683-orig-scaled.jpg
39,278846,Lake Youngs,https://www.singletracks.com/bike-trails/lake-youngs/,9,"mostly loose gravel, features multiple ups and downs some of which quiet steep, couple of miles could be called ""singletrack replica""",intersection of 148th Ave. and 183rd St.,Kent,Washington,United States,47.43751,-122.14385,Easiest,Restrooms,3.5,https://images.singletracks.com/blog/wp-content/uploads/2016/07/20160715_122514-orig-scaled.jpg
40,287351,Rattlesnake Mtn,https://www.singletracks.com/bike-trails/rattlesnake-mtn/,20.0,Nine mile uphill climb to the top at 3500'.,Just off the intersection of I-90 and Highway 18. ,North Bend,Washington,United States,47.43369,-121.76812,,Night riding allowed,3.0,https://images.singletracks.com/blog/wp-content/uploads/2005/04/1114137846-orig.jpg
41,287016,South Seatac,https://www.singletracks.com/bike-trails/south-seatac/,7.0,"The area was an old housing development till the planes got to loud and the houses had to be moved. There is a combination of old roadways and single track. There is slightly rolling terrain, with enough technical sections to keep it interesting. If you look there are a few jumps and an occasional small drop.",I-5 to the 200th Street exit. Follow 200th west across Highway 99.  The entrance is atthe bottom of a steep hill. On your right will be Tyee Golf course. The entrance is on the left.,Seatac,Washington,United States,47.42252,-122.30591,Beginner,,3.29,https://images.singletracks.com/blog/wp-content/uploads/2013/11/mobile-1383455424-0-orig.jpg
42,498753,Lower No Service,https://www.singletracks.com/bike-trails/lower-no-service/,0.53,Lower No Service is a 0.53 mile mountain bike trail.,See map.,Snoqualmie,Washington,United States,,,,,0.0,
43,498878,No Service Jump line,https://www.singletracks.com/bike-trails/no-service-jump-line/,0.6,No Service Jump line is a 0.6 mile mountain bike trail.,See map.,Snoqualmie,Washington,United States,,,,,0.0,
44,495816,Invictus,https://www.singletracks.com/bike-trails/invictus/,0.81,Invictus is a 0.81 mile mountain bike trail.,See map.,Snoqualmie,Washington,United States,,,,,0.0,
45,274548,Predator,https://www.singletracks.com/bike-trails/predator/,1.43,Challenging trail.,Tiger mountain. See map.,Issaquah,Washington,United States,47.46642,-121.93091,,,0.0,
46,287937,Tiger Mountain,https://www.singletracks.com/bike-trails/tiger-mountain/,20.0,"Overview:

With many miles of mountain biking trails spanning a wide variety of skill levels and physical challenge - including a bona fide double-diamond DH trail and killer views of Mount Rainier from the summit - Tiger Mountain is one of Seattle's most popular mountain biking destinations.

All trails are open year round, but during the winter months or after significant weather events, the trails are subject to closures: check for updates on this page and on the DNR's Tiger Mountain page here.

There are also many miles of logging roads that are open all year long, but these too may be closed (typically for timber harvest).  Check the DNR link above.
Alert

3 New Trails Open on East Tiger Mt: ""Easy, Tiger"" , ""The Legend"" and ""MegaFauna"" form a lollipop loop off of the Northwest Timber trail. Easy Tiger is a green level 2-way trail that will primarily be used as the return path for The Legend, the more difficult black diamond descent. MegaFauna is a gnarly double black diamond descent.Construction of extensions to the trails will continue this fall. Eventually Easy Tiger will connect all the way to the Raging River State Forest!","Travel West on Hwy 18 from I-5, or East on Hwy 18 from I-90.  There is a gravel parking lot on the North side of the hwy at the crest of Tiger Mountain.  It is apporimately 4 miles from the junction of I-90 and Hwy 18, or about 20 miles from the junction of I-5 and Hwy 18.",Issaquah,Washington,United States,47.46627,-121.93123,Intermediate,"Night riding allowed, Restrooms",4.65,https://images.singletracks.com/blog/wp-content/uploads/2018/05/20180507_123730-orig-scaled.jpg
